vintage,country,points,price,province,title,variety,winery,avg winter temp,avg spring temp,avg summer temp,avg fall temp,avg winter sun hour,avg spring hour,avg summer sun hour,avg fall sun hour,avg daily precip winter,avg daily precip spring,avg daily precip summer,avg daily precip fall
2011-01-01,Italy,92,22,Tuscany,Casina di Cornia 2011 Chianti Classico,Sangiovese,Casina di Cornia,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,90,90,Tuscany,Cecchi 2011 Coevo Red (Toscana),Red Blend,Cecchi,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,91,,Tuscany,Sesti 2011 Brunello di Montalcino,Sangiovese,Sesti,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,87,16,Tuscany,Ceralti 2011 Scirè (Bolgheri),Red Blend,Ceralti,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,86,30,Tuscany,Castello di Selvole 2011 Riserva (Chianti Classico),Red Blend,Castello di Selvole,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,88,50,Tuscany,Belpoggio 2011 Brunello di Montalcino,Sangiovese,Belpoggio,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,92,45,Tuscany,Il Molino di Grace 2011 Il Margone Gran Selezione (Chianti Classico),Sangiovese,Il Molino di Grace,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,88,75,Tuscany,Tenuta Buon Tempo 2011 Brunello di Montalcino,Sangiovese,Tenuta Buon Tempo,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,86,30,Tuscany,Tenuta di Vaira 2011 Caccia al Palazzo (Bolgheri),Red Blend,Tenuta di Vaira,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,88,40,Tuscany,Collelceto 2011 Brunello di Montalcino,Sangiovese,Collelceto,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,89,57,Tuscany,Cabreo 2011 Il Borgo Red (Toscana),Red Blend,Cabreo,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,90,60,Tuscany,Cerbaia 2011 Brunello di Montalcino,Sangiovese,Cerbaia,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,87,30,Tuscany,Casa di Terra 2011 Terre di Lavinia Vermentino (Toscana),Vermentino,Casa di Terra,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,87,40,Tuscany,Le Bèrne 2011 Vino Nobile di Montepulciano,Sangiovese,Le Bèrne,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,89,40,Tuscany,Canneto 2011 Riserva (Vino Nobile di Montepulciano),Red Blend,Canneto,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,87,35,Tuscany,Le Bèrne 2011 Riserva (Vino Nobile di Montepulciano),Red Blend,Le Bèrne,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,92,150,Tuscany,Volpaia 2011 Il Puro Gran Selezione (Chianti Classico),Sangiovese,Volpaia,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,92,50,Tuscany,I Greppi 2011 Greppicaia (Bolgheri Superiore),Red Blend,I Greppi,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,88,35,Tuscany,Terre del Marchesato 2011 Nobilis Vermentino (Toscana),Vermentino,Terre del Marchesato,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,87,15,Tuscany,Vignamaggio 2011 Terre di Prenzano (Chianti Classico),Sangiovese,Vignamaggio,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,94,50,Tuscany,Baricci 2011 Brunello di Montalcino,Sangiovese,Baricci,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,91,50,Tuscany,Castelli Martinozzi 2011 Brunello di Montalcino,Sangiovese,Castelli Martinozzi,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,86,11,Tuscany,Fattoria di Grignano 2011 Pietramaggio Red (Toscana),Red Blend,Fattoria di Grignano,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,92,,Tuscany,Castello Romitorio 2011 Brunello di Montalcino,Sangiovese,Castello Romitorio,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2011-01-01,Italy,90,80,Tuscany,Le Gode 2011 Brunello di Montalcino,Sangiovese,Le Gode,5.25,15.4945652173913,24.1847826086957,16.6318681318681,7.04888888888889,12.3434782608696,14.1184782608696,9.66923076923077,1.30777777777778,0.980434782608696,1.72608695652174,0.586813186813187
2012-01-01,Italy,86,22,Tuscany,La Calonica 2012 Rosso di Montepulciano,Red Blend,La Calonica,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,25,Tuscany,Marchesi de' Frescobaldi 2012 Pietraregia Riserva (Morellino di Scansano),Red Blend,Marchesi de' Frescobaldi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,92,75,Tuscany,Ornellaia 2012 Le Serre Nuove (Bolgheri),Red Blend,Ornellaia,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,70,Tuscany,Val di Suga 2012 Brunello di Montalcino,Sangiovese,Val di Suga,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,92,27,Tuscany,Uccelliera 2012 Rosso di Montalcino,Sangiovese,Uccelliera,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,91,28,Tuscany,Castello di Radda 2012 Riserva (Chianti Classico),Sangiovese,Castello di Radda,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,32,Tuscany,Candialle 2012 Chianti Classico,Red Blend,Candialle,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,21,Tuscany,Tua Rita 2012 Rosso dei Notri Red (Toscana),Red Blend,Tua Rita,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,18,Tuscany,Dei 2012 Rosso di Montepulciano,Red Blend,Dei,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,42,Tuscany,Viticcio 2012 Beatrice (Chianti Classico),Red Blend,Viticcio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,47,Tuscany,Castello di Radda 2012 Gran Selezione (Chianti Classico),Sangiovese,Castello di Radda,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,25,Tuscany,Nottola 2012 Vino Nobile di Montepulciano,Red Blend,Nottola,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,19,Tuscany,Campogiovanni 2012 Rosso di Montalcino,Sangiovese,Campogiovanni,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,93,40,Tuscany,Altesino 2012 Alte d'Altesi Red (Toscana),Red Blend,Altesino,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,84,17,Tuscany,Vignaioli del Morellino di Scansano 2012 Roggiano (Morellino di Scansano),Sangiovese,Vignaioli del Morellino di Scansano,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,33,Tuscany,Tenuta di Vaira 2012 Caccia al Palazzo (Bolgheri),Red Blend,Tenuta di Vaira,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,22,Tuscany,Le Fonti 2012 Chianti Classico,Red Blend,Le Fonti,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,37,Tuscany,Capanne Ricci 2012 Rosso di Montalcino,Sangiovese,Capanne Ricci,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,14,Tuscany,Mannucci Droandi 2012 Chianti Colli Aretini,Red Blend,Mannucci Droandi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,86,,Tuscany,Terre di Talamo 2012 Vento Vermentino (Toscana),Vermentino,Terre di Talamo,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,18,Tuscany,Nottola 2012 Rosso di Montepulciano,Red Blend,Nottola,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,95,Tuscany,La Mannella 2012 Poggiarelli (Brunello di Montalcino),Sangiovese,La Mannella,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,26,Tuscany,Montemercurio 2012 Petaso (Rosso di Montepulciano),Red Blend,Montemercurio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,92,23,Tuscany,Cafaggio 2012 Chianti Classico,Sangiovese,Cafaggio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,35,Tuscany,Tenuta San Guido 2012 Le Difese Red (Toscana),Red Blend,Tenuta San Guido,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,91,50,Tuscany,Castello Vicchiomaggio 2012 La Prima Gran Selezione (Chianti Classico),Red Blend,Castello Vicchiomaggio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,68,Tuscany,Le Palaie 2012 Viognier de Le Palaie White (Toscana),White Blend,Le Palaie,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,21,Tuscany,Il Molino di Grace 2012 Chianti Classico,Sangiovese,Il Molino di Grace,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,92,75,Tuscany,Poggio Scalette 2012 Il Carbonaione Sangiovese (Alta Valle della Greve),Sangiovese,Poggio Scalette,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,83,Tuscany,Monteraponi 2012 Baron' Ugo Red (Toscana),Red Blend,Monteraponi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,92,95,Tuscany,Banfi 2012 Poggio alle Mura (Brunello di Montalcino),Sangiovese,Banfi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,20,Tuscany,Michele Satta 2012 Rosso (Bolgheri),Red Blend,Michele Satta,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,20,Tuscany,Castello di Monterinaldi 2012 Chianti Classico,Red Blend,Castello di Monterinaldi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,,Tuscany,Campinuovi 2012 Riserva (Montecucco),Sangiovese,Campinuovi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,85,20,Tuscany,Carus Vini 2012 Gàudio Riserva (Chianti Classico),Red Blend,Carus Vini,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,21,Tuscany,Uggiano 2012 Riserva (Chianti),Red Blend,Uggiano,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,42,Tuscany,Tenuta Sette Cieli 2012 Noi 4 (Bolgheri),Red Blend,Tenuta Sette Cieli,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,28,Tuscany,Fattoria La Vialla 2012 Casal Duro Red (Toscana),Red Blend,Fattoria La Vialla,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,42,Tuscany,Podere La Vigna 2012 Brunello di Montalcino,Sangiovese,Podere La Vigna,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,22,Tuscany,Castello di Meleto 2012 Meleto (Chianti Classico),Red Blend,Castello di Meleto,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,94,53,Tuscany,Felsina 2012 Rancia Riserva (Chianti Classico),Sangiovese,Felsina,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,15,Tuscany,Fattoria San Felo 2012 Morellino di Scansano,Red Blend,Fattoria San Felo,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,28,Tuscany,Tiberini 2012 Podere Le Caggiole (Vino Nobile di Montepulciano),Red Blend,Tiberini,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,15,Tuscany,Castello di Gabbiano 2012 Riserva (Chianti Classico),Red Blend,Castello di Gabbiano,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,93,70,Tuscany,Fattoria di Corsignano 2012 L'Imperatrice Gran Selezione (Chianti Classico),Sangiovese,Fattoria di Corsignano,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,84,,Tuscany,Poggio Bonelli 2012 Chianti Classico,Red Blend,Poggio Bonelli,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,93,60,Tuscany,Sesta di Sopra 2012 Brunello di Montalcino,Sangiovese,Sesta di Sopra,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,86,25,Tuscany,Fornacina 2012 Rosso di Montalcino,Sangiovese,Fornacina,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,25,Tuscany,La Braccesca 2012 Vino Nobile di Montepulciano,Red Blend,La Braccesca,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,25,Tuscany,Cantina del Giusto 2012 Baradiero (Vino Nobile di Montepulciano),Red Blend,Cantina del Giusto,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,93,,Tuscany,Fontodi 2012 Chianti Classico,Sangiovese,Fontodi,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,87,15,Tuscany,Tenuta La Badiola 2012 Acquagiusta Red (Toscana),Red Blend,Tenuta La Badiola,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,25,Tuscany,Tenuta degli Dei 2012 Le Redini Red (Toscana),Red Blend,Tenuta degli Dei,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,91,26,Tuscany,Rocca delle MacÃ¬e 2012 Famiglia Zingarelli Riserva (Chianti Classico),Red Blend,Rocca delle MacÃ¬e,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,95,Tuscany,La Mannella 2012 Poggiarelli (Brunello di Montalcino),Sangiovese,La Mannella,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,50,Tuscany,Belpoggio 2012 Brunello di Montalcino,Sangiovese,Belpoggio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,86,,Tuscany,Fattoria Montecchio 2012 Chianti Classico,Red Blend,Fattoria Montecchio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,70,Tuscany,San Polo 2012 Brunello di Montalcino,Sangiovese,San Polo,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,30,Tuscany,Stefania Mezzetti 2012 Principe Syrah (Cortona),Syrah,Stefania Mezzetti,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,16,Tuscany,Farnetella 2012 Chianti Colli Senesi,Red Blend,Farnetella,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,55,Tuscany,Il Palagio 2012 Sister Moon Red (Toscana),Red Blend,Il Palagio,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,88,36,Tuscany,Il Macchione 2012 Vino Nobile di Montepulciano,Sangiovese,Il Macchione,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,90,65,Tuscany,Volpaia 2012 Balifico Red (Toscana),Red Blend,Volpaia,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
2012-01-01,Italy,89,25,Tuscany,Tenuta di Capraia 2012 Riserva (Chianti Classico),Sangiovese,Tenuta di Capraia,4.87912087912088,14.9510869565217,25.9184782608696,16.7362637362637,7.45604395604396,12.4369565217391,14.1652173913043,8.78901098901099,0.557142857142857,1.10217391304348,0.605434782608696,1.4978021978022
